condition,benchmark_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,ambiguous,status,technical_success,target_error,target_recovery,best_candidate_index,best_center_kind,best_center_index,best_cr_center,best_ci_center,best_cr,best_ci,best_stage1_mismatch,best_stage2_mismatch,best_total_mismatch,best_retry_index,best_cr_half_window,best_ci_half_window,n_boxes,n_completed_boxes,n_technical_boxes,total_box_solves,total_seconds,source_file,ambiguous_recomputed,target_recovery_recomputed
seeded,44,C21,1.6,0.12,0.3876599201926229,0.0391748932154282,0.38314873,0.039974157,False,COMPLETED,True,1.6068833892420952e-06,True,5,PINN,0,0.38314873,0.039974157,0.38766044875,0.03917337575,3.237262911694746e-07,6.883886004099943e-21,3.237262911694815e-07,0,0.03,0.03,12,12,12,12,413.6971783752088,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,45,C22,1.45,0.235,0.3745136540289731,0.0171237709666125,0.3672943,0.017903352,False,COMPLETED,True,4.366480645390164e-06,True,0,PINN,0,0.3672943,0.017903352,0.374511096875,0.0171273103333333,1.7963739222719494e-06,5.282771797523952e-22,1.7963739222719498e-06,0,0.015,0.008,12,12,12,12,441.0920381891774,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,46,C22,1.55,0.26,0.4189715103041552,0.0011522371683095,0.42387515,0.003822559,False,COMPLETED,True,1.662674824346025e-06,True,5,PINN,0,0.42387515,0.003822559,0.41897280625,0.001153278807373,7.762735268580356e-07,4.5302388213014425e-21,7.762735268580401e-07,0,0.03,0.03,12,12,12,12,474.5496720421361,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,47,C22,1.6,0.22,0.4256110612063782,0.0118039423351638,0.43525052,0.009498814,False,COMPLETED,True,2.3020087116773694e-06,True,0,PINN,0,0.43525052,0.009498814,0.425611848125,0.0118061056666666,8.940193036843466e-07,3.538660081249813e-21,8.940193036843501e-07,0,0.015,0.008,12,12,12,12,527.2976258189883,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,48,C30,1.7,0.06,0.3910915486397204,0.0336318199900653,0.39153728,0.03392075,False,COMPLETED,True,4.274467485475417e-06,True,3,PINN,0,0.39153728,0.03392075,0.3910880612499999,0.0336342916666666,3.604402532367704e-07,1.2877384420487005e-21,3.6044025323677163e-07,0,0.03,0.008,12,12,12,12,366.14346782595385,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,49,C30,1.7,0.075,0.4008202608716605,0.0347139445851855,0.4007553,0.036494035,False,COMPLETED,True,2.750400163988215e-06,True,11,PINN,0,0.4007553,0.036494035,0.4008204041666667,0.03471669125,3.1613179885130853e-07,2.4288381541772376e-21,3.1613179885131096e-07,0,0.1,0.03,12,12,12,12,343.6234369408339,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,50,C30,1.75,0.055,0.4075496013880763,0.029060765945644,0.40652746,0.029275361,False,COMPLETED,True,3.415723380338101e-06,True,0,PINN,0,0.40652746,0.029275361,0.4075528506250001,0.0290618193333333,2.696982407871507e-07,8.827112145874734e-22,2.696982407871516e-07,0,0.015,0.008,12,12,12,12,335.11142533214297,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,51,C30,1.75,0.115,0.4390526505121892,0.028374825904752,0.44282287,0.026433159,False,COMPLETED,True,1.2482967492669383e-06,True,3,PINN,0,0.44282287,0.026433159,0.43905333875,0.0283758673333333,2.584480454605784e-07,6.245338051017079e-21,2.584480454605846e-07,0,0.03,0.008,12,12,12,12,400.4215158832958,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,52,C30,1.8,0.115,0.4550520054455996,0.0254326671624637,0.46154898,0.023167498,False,COMPLETED,True,2.870356024220917e-06,True,0,PINN,0,0.46154898,0.023167498,0.4550548393749999,0.025433123,6.066983580515398e-07,6.2149125307727336e-21,6.06698358051546e-07,0,0.015,0.008,12,12,12,12,457.0984712688951,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,53,C30,1.9,0.075,0.4689092726029273,0.0226079949575224,0.48286277,0.021812832,False,COMPLETED,True,2.156015813275717e-06,True,2,PINN,0,0.48286277,0.021812832,0.4689076918750001,0.0226065287708333,2.876977948825104e-07,1.97870524302864e-21,2.876977948825124e-07,0,0.015,0.03,12,12,12,12,436.4856491070241,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,54,C31,1.7,0.12,0.4243596505971577,0.0309763785020722,0.42487207,0.032059122,False,COMPLETED,True,4.771093135424398e-06,True,7,PINN,0,0.42487207,0.032059122,0.4243642575,0.0309751376249999,1.0149954555590597e-06,6.7679458546821615e-21,1.0149954555590665e-06,0,0.06,0.015,12,12,12,12,450.4291531313211,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,55,C31,1.75,0.14,0.4489475540963262,0.0242005183491091,0.4505087,0.022049226,False,COMPLETED,True,8.415263294592678e-06,True,0,PINN,0,0.4505087,0.022049226,0.448955965625,0.0242002676666666,2.1640877903319447e-06,8.040319506940604e-21,2.1640877903319528e-06,0,0.015,0.008,12,12,12,12,447.8215318376897,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,56,C31,1.8,0.14,0.4643068067440054,0.0214988079117178,0.46699315,0.019788988,False,COMPLETED,True,9.164631910799138e-07,True,2,PINN,0,0.46699315,0.019788988,0.464307603125,0.0214992614335937,2.380544733302173e-07,8.126081456629602e-21,2.3805447333022547e-07,0,0.015,0.03,12,12,12,12,426.99728585698176,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,57,C31,1.85,0.12,0.4719985865793722,0.0222249860031717,0.4662351,0.024353383,False,COMPLETED,True,2.531039435407915e-06,True,3,PINN,0,0.4662351,0.024353383,0.47199681875,0.0222231746666666,5.690125008315295e-07,6.638509241809137e-21,5.690125008315362e-07,0,0.03,0.008,12,12,12,12,377.9890453480184,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,58,C31,1.85,0.125,0.4737811036592556,0.021530581350278,0.47092482,0.022256413,False,COMPLETED,True,5.079238034211803e-06,True,6,PINN,0,0.47092482,0.022256413,0.4737763825,0.0215324546666666,1.1904801436141763e-06,7.039507750316513e-21,1.1904801436141831e-06,0,0.06,0.008,12,12,12,12,396.9601486389293,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,59,C31,1.85,0.18,0.4905395491810024,0.0108833347589581,0.49644497,0.010093105,False,COMPLETED,True,4.41740701577742e-06,True,1,PINN,0,0.49644497,0.010093105,0.490536766875,0.0108799036865234,1.4230200857604682e-06,8.926802170063771e-21,1.423020085760477e-06,0,0.015,0.015,12,12,12,12,431.35886900674086,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,60,C31,1.85,0.2,0.4955951008506211,0.0060751576994105,0.5000186,0.0043253507,False,COMPLETED,True,1.5094194497430904e-06,True,1,PINN,0,0.5000186,0.0043253507,0.495594771875,0.006076630832845,5.25539949044586e-07,8.516738778852966e-21,5.255399490445944e-07,0,0.015,0.015,12,12,12,12,457.2364553369116,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,61,C31,1.9,0.145,0.4941169522172745,0.0161551782261101,0.49552995,0.015734598,False,COMPLETED,True,3.088818249383832e-06,True,1,PINN,0,0.49552995,0.015734598,0.494113934375,0.016154519875,8.34289177965984e-07,8.5479145618273e-21,8.342891779659926e-07,0,0.015,0.015,12,12,12,12,463.2670145931188,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,62,C32,1.75,0.21,0.4702734319548457,0.0072567424189534,0.47200358,0.007061247,False,COMPLETED,True,1.7965305890366509e-06,True,1,PINN,0,0.47200358,0.007061247,0.4702750643749999,0.0072559922679036,6.612347889495147e-07,6.659222093595956e-21,6.612347889495214e-07,0,0.015,0.015,12,12,12,12,530.3224807980005,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
seeded,63,C32,1.8,0.21,0.4844803096378324,0.0052840046266204,0.48472717,0.00507398,False,COMPLETED,True,3.348411869824577e-06,True,1,PINN,0,0.48472717,0.00507398,0.4844830293749999,0.0052820514518229,1.220787096949574e-06,7.591225379664915e-21,1.2207870969495818e-06,0,0.015,0.015,12,12,12,12,460.0741315300111,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_supersonic/reviewer_runs/budget_matched_v64/summary_seeded_32_64.csv,False,True
