alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,overlap_to_previous,selection_source,n_finite_modes,success,accepted,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.4,561,0.7575100623299039,0.004894770421013535,0.000978954084202707,0.010558162977982465,0.010558162977982465,,nearest_to_target,126,True,True,0.7615039062499999,7.951000072337961e-06,shooting_anchor,0.7615039062499999,7.951000072337961e-06,1.5902000144675923e-06,True
0.2,1.425,561,0.7575132122444417,0.004875539370168055,0.000975107874033611,0.010534238222637245,0.010534238222637245,,nearest_to_target,130,True,True,0.7615039062499999,1e-06,shooting_anchor,0.7615039062499999,1e-06,2e-07,True
0.2,1.45,561,0.7575170552007607,0.004872476412541351,0.0009744952825082702,0.010514248011296214,0.010514248011296214,,nearest_to_target,130,True,True,0.7615039062499999,7.951000072337961e-06,shooting_anchor,0.7615039062499999,7.951000072337961e-06,1.5902000144675923e-06,True
0.2,1.475,561,0.7575215238288754,0.004884239760584823,0.0009768479521169646,0.010547203040878056,0.010547203040878056,,nearest_to_target,131,True,True,0.7615039062499999,1e-06,shooting_anchor,0.7615039062499999,1e-06,2e-07,True
0.2,1.5,561,0.7575265762173443,0.0049098437965033916,0.0009819687593006783,0.01057985662187699,0.01057985662187699,,nearest_to_target,151,True,True,0.7615039062499999,7.951000072337961e-06,shooting_anchor,0.7615039062499999,7.951000072337961e-06,1.5902000144675923e-06,True
0.2,1.525,561,0.7575321894399052,0.004948581953228258,0.0009897163906456518,0.010649594888103402,0.010649594888103402,,nearest_to_target,152,True,True,0.7615039062499999,7.951000072337964e-06,shooting_anchor,0.7615039062499999,7.951000072337964e-06,1.590200014467593e-06,True
0.2,1.55,561,0.7575383556814701,0.004999974701155394,0.000999994940231079,0.01075180013115086,0.01075180013115086,,nearest_to_target,150,True,True,0.7615039062499999,3.0853000217013898e-06,shooting_anchor,0.7615039062499999,3.0853000217013898e-06,6.17060004340278e-07,True
0.2,1.575,561,0.7575450800692256,0.005063734801496372,0.0010127469602992745,0.010871864578383678,0.010871864578383678,,nearest_to_target,149,True,True,0.7615039062499999,1e-06,shooting_anchor,0.7615039062499999,1e-06,2e-07,True
0.2,1.6,561,0.7575523797328101,0.005139745123542234,0.0010279490247084469,0.010967725251144948,0.010967725251144948,,nearest_to_target,152,True,True,0.7615039062499999,2.4170000241126547e-05,shooting_anchor,0.7615039062499999,2.4170000241126547e-05,4.83400004822531e-06,True
0.2,1.625,561,0.7575602838600433,0.005228046242904106,0.0010456092485808212,0.01116018525525031,0.01116018525525031,,nearest_to_target,155,True,True,0.7615039062499999,7.951000072337964e-06,shooting_anchor,0.7615039062499999,7.951000072337964e-06,1.590200014467593e-06,True
0.2,1.65,561,0.7575688347119528,0.0053288323688160085,0.0010657664737632017,0.011346008204232982,0.011346008204232982,,nearest_to_target,154,True,True,0.7615039062499999,7.951000072337964e-06,shooting_anchor,0.7615039062499999,7.951000072337964e-06,1.590200014467593e-06,True
0.2,1.675,561,0.7575780896596833,0.005442455099476719,0.0010884910198953439,0.011525766333185765,0.011525766333185765,,nearest_to_target,156,True,True,0.7615039062499999,2.4170000241126547e-05,shooting_anchor,0.7615039062499999,2.4170000241126547e-05,4.83400004822531e-06,True
0.2,1.7,561,0.7575881245308762,0.005569435432393778,0.0011138870864787556,0.01179210680224861,0.01179210680224861,,nearest_to_target,155,True,True,0.7615039062499999,7.951000072337964e-06,shooting_anchor,0.7615039062499999,7.951000072337964e-06,1.590200014467593e-06,True
0.2,1.725,561,0.7575990387223351,0.005710485381596428,0.0011420970763192856,0.012055023181166752,0.012055023181166752,,nearest_to_target,159,True,True,0.7615039062499999,7.951000072337961e-06,shooting_anchor,0.7615039062499999,7.951000072337961e-06,1.5902000144675923e-06,True
0.2,1.75,561,0.7576109629001856,0.00586654182238748,0.001173308364477496,0.012346957261533061,0.012346957261533061,,nearest_to_target,155,True,True,0.7615039062499999,7.951000072337961e-06,shooting_anchor,0.7615039062499999,7.951000072337961e-06,1.5902000144675923e-06,True
0.2,1.775,561,0.7576240706654064,0.006038816987742941,0.0012077633975485884,0.012639503063828755,0.012639503063828755,,nearest_to_target,155,True,True,0.7615039062499999,2.4170000241126547e-05,shooting_anchor,0.7615039062499999,2.4170000241126547e-05,4.83400004822531e-06,True
0.2,1.8,561,0.4772440700600927,0.008417800564451865,0.001683560112890373,0.004980364815879834,0.004980364815879834,,nearest_to_target,156,True,True,0.4821191406249999,0.007908457682291665,shooting_anchor,0.4821191406249999,0.007908457682291665,0.0015816915364583331,True
