alpha,Mach,rank,cand_cr,cand_ci,cand_omega_i,distance_to_shooting,peak_y,peak_amp,centroid_y,spread_y,phase_span,overlap_to_reference_high,overlap_to_previous,cr_floor_term,score,shooting_cr,shooting_ci
0.2,1.2,11,0.6642597736591163,0.01012404970137829,0.002024809940275658,0.4376177262601618,-7.105263157894739,0.9999999999999999,0.060157349457549136,2.0374484730548463,3.118010275204356,0.9566940452510839,0.9566940452510839,0.0,0.5427300950509214,0.23985351562499993,0.06348274739583332
0.2,1.2,12,0.6552265310381029,0.010838822046014763,0.0021677644092029527,0.4285093621361416,-7.105263157894739,1.0,0.05028479404909151,2.0506243633063903,3.114600373771029,0.9520852069737625,0.9520852069737625,0.0,0.5557879531967034,0.23985351562499993,0.06348274739583332
0.2,1.2,13,0.6465898458932108,0.011143298846931337,0.0022286597693862674,0.41999061163038365,-7.105263157894739,1.0,0.04268920486300781,2.0594386473687107,3.1124723537304018,0.948772273047976,0.948772273047976,0.0,0.5638999488121363,0.23985351562499993,0.06348274739583332
0.2,1.2,14,0.6377451425588571,0.010791715888028755,0.002158343177605751,0.41161040558943307,-7.105263157894739,1.0,0.033863089523438604,2.071064469946616,3.1135209745375434,0.9446420277824468,0.9446420277824468,0.0,0.5748725198251481,0.23985351562499993,0.06348274739583332
0.2,1.2,15,0.6283986476560927,0.010287583870267859,0.002057516774053572,0.40284764032460946,-7.105263157894739,0.9999999999999999,0.02162704064727924,2.0875899301265384,3.11453928133671,0.9387322440442198,0.9387322440442198,0.0,0.5923048624197346,0.23985351562499993,0.06348274739583332
0.2,1.2,16,0.6187681989175434,0.009882834280510577,0.0019765668561021153,0.3937869220258199,-7.105263157894739,1.0,0.007663746242682863,2.1057366295875664,3.1148456459039355,0.9320448873579068,0.9320448873579068,0.0,0.6124613523247445,0.23985351562499993,0.06348274739583332
0.2,1.2,17,0.6090012944588794,0.00957940912492088,0.001915881824984176,0.3845677601216468,-7.105263157894739,1.0,-0.007635583196290846,2.1248845663442952,3.114702680262705,0.9247958767391471,0.9247958767391471,0.0,0.6345779294699918,0.23985351562499993,0.06348274739583332
0.2,1.2,18,0.5991579150456476,0.009348289819816981,0.0018696579639633963,0.3752623208253534,-7.105263157894739,1.0,-0.02434870420480295,2.145058128323584,3.1142653614714275,0.9169773841277165,0.9169773841277165,0.0,0.6587150579012359,0.23985351562499993,0.06348274739583332
0.2,1.2,19,0.5892643849198655,0.00916767808423993,0.001833535616847986,0.3659077241582725,-7.105263157894739,1.0,-0.042630883004338364,2.166344825391992,3.1136060690528975,0.9085530175070852,0.9085530175070852,0.0,0.6850293510496448,0.23985351562499993,0.06348274739583332
0.2,1.2,20,0.5793342672644561,0.009023228889191957,0.0018046457778383915,0.35652564754529376,-7.105263157894739,1.0,-0.06266916053445841,2.1888317856560486,3.112758625901102,0.8994842244178445,0.8994842244178445,0.0,0.7136844983956357,0.23985351562499993,0.06348274739583332
0.2,1.2,21,0.5693756885320099,0.00890539984671933,0.001781079969343866,0.3471305372613371,-7.105263157894739,1.0,-0.084683673075149,2.212601531264861,3.1117372438572497,0.8897334851098838,0.8897334851098838,0.0,0.7448441087483552,0.23985351562499993,0.06348274739583332
0.2,1.2,22,0.5593941621478089,0.008807610903040056,0.0017615221806080114,0.33773318904460226,-7.105263157894739,1.0,-0.10892349795805216,2.2377332988960723,3.1105446185508554,0.8792645967472101,0.8792645967472101,0.0,0.7786716044885453,0.23985351562499993,0.06348274739583332
0.2,1.2,23,0.5493938028805656,0.00872514347898426,0.001745028695796852,0.3283424586938403,-7.105263157894739,1.0,-0.13567533575823668,2.2643040456988053,3.1091755309292113,0.86804274618546,0.86804274618546,0.0,0.8153321449532634,0.23985351562499993,0.06348274739583332
0.2,1.2,24,0.5393779023502098,0.008654484380269679,0.001730896876053936,0.3189661611273653,-7.105263157894739,1.0,-0.16527230236553161,2.2923876443766305,3.107618377103333,0.8560347349299291,0.8560347349299291,0.0,0.8549934400054828,0.23985351562499993,0.06348274739583332
0.2,1.2,25,0.5293492258321371,0.00859292424389929,0.001718584848779858,0.3096115904983809,-7.105263157894739,1.0,-0.19810237264180727,2.3220528955092417,3.1058555865593678,0.8432093305320587,0.8432093305320587,0.0,0.897825755573765,0.23985351562499993,0.06348274739583332
0.2,1.2,26,0.5193101774898634,0.008538303979948954,0.001707660795989791,0.3002858526633879,-7.105263157894739,1.0,-0.23461935957626245,2.353360119709137,3.103863309257599,0.8295377292058845,0.8295377292058845,0.0,0.9440015878840934,0.23985351562499993,0.06348274739583332
0.2,1.2,27,0.5092628993134924,0.00848884990609196,0.0016977699812183921,0.29099610145818466,-7.105263157894739,1.0,-0.27535686579293805,2.386355765910257,3.1016104887020983,0.8149940865440867,0.8149940865440867,0.0,0.9936950430288184,0.23985351562499993,0.06348274739583332
0.2,1.2,28,0.499209334795734,0.008443064219966726,0.0016886128439933452,0.28174972552625777,-7.105263157894739,1.0,-0.32094545413399345,2.421064366688568,3.0990572838549877,0.7995561245872767,0.7995561245872767,0.0,1.0470807566104423,0.23985351562499993,0.06348274739583332
0.2,1.2,29,0.48915127288990384,0.008399651290804392,0.0016799302581608786,0.2725545113979484,-7.105263157894739,1.0,-0.3721339575468705,2.457476741770775,3.0961526768040226,0.7832057600861075,0.7832057600861075,0.0,1.1043323303012353,0.23985351562499993,0.06348274739583332
0.2,1.2,30,0.4790903803364076,0.008357468265511108,0.0016714936531022216,0.26341879779872984,-7.105263157894739,1.0,-0.4298160574394765,2.495532774954044,3.0928309539611543,0.7659297531926186,0.7659297531926186,0.0,1.1656199855530074,0.23985351562499993,0.06348274739583332
0.2,1.2,31,0.469028226535898,0.00831549280020181,0.0016630985600403622,0.25435163069964895,-7.105263157894739,1.0,-0.4950633761029002,2.535096338807068,3.0890065325196128,0.7477203419854204,0.7477203419854204,0.0,1.2311070272953,0.23985351562499993,0.06348274739583332
0.2,1.2,32,0.4589663030715763,0.008272803376910732,0.0016545606753821465,0.24536292567724818,-7.105263157894739,1.0,-0.5691670100530185,2.5759183694022076,3.0845662497997925,0.728575857223234,0.728575857223234,0.0,1.3009442899111134,0.23985351562499993,0.06348274739583332
0.2,1.2,33,0.4489060387387225,0.00822856905860196,0.0016457138117203921,0.2364636426918603,-7.105263157894739,1.0,-0.6536891347363551,2.6175823382137575,3.0793576173871204,0.708501272970852,0.708501272970852,0.0,1.375261306532479,0.23985351562499993,0.06348274739583332
0.2,1.2,34,0.4388488102692761,0.008182046293689548,0.0016364092587379097,0.22766597782742343,-7.105263157894739,0.9999999999999999,-0.7505264001556445,2.6594231312031917,3.073170414906658,0.6875086715894222,0.6875086715894222,0.0,1.454152003416139,0.23985351562499993,0.06348274739583332
0.2,1.2,35,0.42879594862968257,0.008132580723780548,0.0016265161447561096,0.21898357653537642,-7.105263157894739,1.0,-0.8619862022334026,2.7004051096662107,3.065706831893902,0.6656175956366175,0.6656175956366175,0.0,1.5376512225879615,0.23985351562499993,0.06348274739583332
0.2,1.2,36,0.4187487407080191,0.008079612041886211,0.0016159224083772423,0.2104317732323121,-7.105263157894739,1.0,-0.9908740350463713,2.7389371887648455,3.0565309698997534,0.6428552542655044,0.6428552542655044,0.0,1.625695893780518,0.23985351562499993,0.06348274739583332
0.2,1.2,37,0.40870842642322547,0.008022679987795666,0.0016045359975591332,0.20202786245538762,-7.105263157894739,1.0,-1.1405831502204147,2.772589867767733,3.044979014320812,0.6192565776058844,0.6192565776058844,0.0,1.718060413253558,0.23985351562499993,0.06348274739583332
0.2,1.2,38,0.3986761916380875,0.007961429643553678,0.0015922859287107356,0.19379140671287926,-7.105263157894739,1.0,-1.3151600472301035,2.797659370172572,3.0299892409368754,0.5948640848486716,0.5948640848486716,0.0,1.8142490352077014,0.23985351562499993,0.06348274739583332
0.2,1.2,39,0.3917388157095406,0.19530527412757753,0.03906105482551551,0.3042660983375188,-7.105263157894739,1.0,-0.33300929417249925,2.253685338188696,2.0814474930127878,0.531805493428245,0.531805493428245,0.0,1.8779436750378105,0.23985351562499993,0.06348274739583332
0.2,1.2,40,0.38865315770479947,0.007895614414266646,0.0015791228828533291,0.18574458510416383,-7.105263157894739,1.0,-1.519275502494009,2.808496340156052,3.0097544458659753,0.5697275672524122,0.5697275672524122,0.0,1.9133178389041023,0.23985351562499993,0.06348274739583332
0.2,1.2,41,0.3786403688858713,0.0078250954745207,0.00156501909490414,0.17791258389341272,-7.105263157894739,1.0,-1.7579191222327188,2.7964902842002646,2.9809371641656988,0.5439035795649549,0.5439035795649549,0.0,2.0135884321449837,0.23985351562499993,0.06348274739583332
0.2,1.2,42,0.3686387791626672,0.0077498370156831985,0.0015499674031366397,0.17032402444233694,-7.105263157894739,1.0,-2.035329499634594,2.74864305116533,2.936647988952431,0.5174547671235173,0.5174547671235173,0.0,2.1122313759809783,0.23985351562499993,0.06348274739583332
0.2,1.2,43,0.3586492400015338,0.0076698972543993976,0.0015339794508798796,0.16301141399848676,-7.105263157894739,1.0,-2.351711564348035,2.646164231928984,2.8601909121073787,0.49044903466380213,0.49044903466380213,0.0,2.2049089169848717,0.23985351562499993,0.06348274739583332
0.2,1.2,44,0.3486724904547838,0.007585415759790105,0.001517083151958021,0.15601158937439336,-7.105263157894739,1.0,-2.692401018908576,2.4670648739378067,2.6999210594930463,0.4629585910094675,0.4629585910094675,0.0,2.2872577520394763,0.23985351562499993,0.06348274739583332
0.2,1.2,45,0.3387091505948392,0.007496598096036648,0.0014993196192073298,0.14936610130470232,-7.105263157894739,1.0,-2.9804025965771,2.226146152417493,2.230802063058087,0.43505890434413663,0.43505890434413663,0.0,2.3729416841689286,0.23985351562499993,0.06348274739583332
0.2,1.2,46,0.005554309946511773,1.0578104327863356e-15,2.1156208655726714e-16,0.26648893907489424,-7.105263157894739,1.0,-0.01416760943889555,2.2400375981807557,7.611400774371622e-13,0.36971359016611866,0.36971359016611866,0.0,2.4423392841256115,0.23985351562499993,0.06348274739583332
0.2,1.2,47,0.008437612159646524,5.565050125654355e-16,1.113010025130871e-16,0.26395749135870006,-7.105263157894739,1.0,-0.021528247470049975,2.2401849334401103,7.752652612105359e-13,0.3651901964254344,0.3651901964254344,0.0,2.452841047620599,0.23985351562499993,0.06348274739583332
0.2,1.2,48,0.01668404192755766,0.0013326465441524835,0.0002665293088304967,0.25545088399512295,-7.105263157894739,1.0,-0.04262937079027948,2.240937022415892,0.0077063262782635575,0.3519788983326566,0.3519788983326566,0.0,2.4816570896901733,0.23985351562499993,0.06348274739583332
0.2,1.2,49,0.02634902122107113,0.002199595747203431,0.0004399191494406862,0.24618421524263723,-7.105263157894739,1.0,-0.06751800030662491,2.2424509253938676,0.012769573200483815,0.336037023518784,0.336037023518784,0.0,2.5179342747613456,0.23985351562499993,0.06348274739583332
0.2,1.2,50,0.32875971877282667,0.007403699021924954,0.001480739804384991,0.14312145759548164,-7.105263157894739,1.0,-2.914907690078626,2.1874329305136566,1.0600296821801338,0.40682759801281093,0.40682759801281093,0.0,2.533116835928005,0.23985351562499993,0.06348274739583332
0.2,1.2,51,0.03600486730678544,0.002726616719068679,0.0005453233438137358,0.23731730042373964,-7.105263157894739,1.0,-0.09264883715078927,2.2446538247973553,0.015919645891204964,0.31961199086870584,0.31961199086870584,0.0,2.556295134387469,0.23985351562499993,0.06348274739583332
0.2,1.2,52,0.0456571029298759,0.003118144728485875,0.0006236289456971751,0.22866523068538833,-7.105263157894739,1.0,-0.11813876435429524,2.247552091538556,0.0183428954451337,0.3026849678126302,0.3026849678126302,0.0,2.5965014908643114,0.23985351562499993,0.06348274739583332
0.2,1.2,53,0.0553086249421805,0.003434322765375325,0.000686864553075065,0.220181901798338,-7.105263157894739,1.0,-0.1441027760652236,2.251154943654615,0.020392859864020126,0.2852432063835631,0.2852432063835631,0.0,2.6385227094101125,0.23985351562499993,0.06348274739583332
0.2,1.2,54,0.3188245726927779,0.007307005499190084,0.001461401099838017,0.13732910749347846,-7.105263157894739,1.0,-2.5455304714894633,2.351581144044065,0.48514316688690556,0.3783433413853362,0.3783433413853362,0.0,2.651637616533873,0.23985351562499993,0.06348274739583332
0.2,1.2,55,0.06496126832109818,0.0037024189322202804,0.0007404837864440562,0.2118538384166758,-7.105263157894739,1.0,-0.1706596075752844,2.2554741581152085,0.022233738273989674,0.26727601066941,0.26727601066941,0.0,2.6823757761702938,0.23985351562499993,0.06348274739583332
0.2,1.2,56,0.3089039738718668,0.0072068205830679456,0.0014413641166135891,0.13204501330472576,-7.105263157894739,1.0,-2.2048371817594496,2.456484744527162,0.3000100686937211,0.3496847546120294,0.3496847546120294,0.0,2.7199549681180133,0.23985351562499993,0.06348274739583332
0.2,1.2,57,0.07461636308539733,0.0039373434595257216,0.0007874686919051443,0.20368096891744217,-7.105263157894739,0.9999999999999999,-0.19793494751890012,2.260523939386144,0.023959137310493483,0.24877372292337432,0.24877372292337432,0.0,2.728097046376279,0.23985351562499993,0.06348274739583332
0.2,1.2,58,0.2989980747780591,0.007103448979424675,0.0014206897958849351,0.12732863007633258,-7.105263157894739,1.0,-1.9273671002283634,2.5073890886462835,0.21545342262072226,0.3209293669257662,0.3209293669257662,0.0,2.7726968778689725,0.23985351562499993,0.06348274739583332
0.2,1.2,59,0.08427497014170619,0.004148197661893057,0.0008296395323786114,0.195670741254831,-7.105263157894739,1.0,-0.22606406249956398,2.2663208243764696,0.025630167721447192,0.22972745582690046,0.22972745582690046,0.0,2.7757334801559828,0.23985351562499993,0.06348274739583332
0.2,1.2,60,0.2891069278106119,0.006997184714906824,0.0013994369429813649,0.12324112048114985,-7.105263157894739,1.0,-1.701395672460348,2.5271284559518397,0.16765128306015065,0.29215265557244946,0.29215265557244946,0.0,2.8210144704134312,0.23985351562499993,0.06348274739583332
0.2,1.2,61,0.0939379938280467,0.004340959956586428,0.0008681919913172857,0.18783594860226668,-7.105263157894739,1.0,-0.2551944179002784,2.272883574524295,0.027291253181039428,0.21012910299498036,0.21012910299498036,0.0,2.82533911956642,0.23985351562499993,0.06348274739583332
0.2,1.2,62,0.27923049529916355,0.006888301054632778,0.0013776602109265557,0.1198426967108451,-7.105263157894739,0.9999999999999999,-1.5147004079253135,2.5292647211547155,0.13702534319437454,0.26342718123863634,0.26342718123863634,0.0,2.8688856038516715,0.23985351562499993,0.06348274739583332
0.2,1.2,63,0.1036062405138511,0.004519768865647897,0.0009039537731295793,0.1801939269892787,-7.105263157894739,1.0,-0.2854885639847942,2.280233021187347,0.028977879046722416,0.18997148103899636,0.18997148103899636,0.0,2.876973436469728,0.23985351562499993,0.06348274739583332
0.2,1.2,64,0.2693686597969454,0.006777042549872176,0.0013554085099744353,0.11718912741291221,-7.105263157894739,0.9999999999999999,-1.3580389920104685,2.5214176705143014,0.11574955340813879,0.23482185093842123,0.23482185093842123,0.0,2.917806532915268,0.23985351562499993,0.06348274739583332
0.2,1.2,65,0.11328045118414229,0.004687603360903266,0.0009375206721806532,0.17276636388574654,-7.105263157894739,1.0,-0.3171274723539694,2.288391829166429,0.030720928335819613,0.16924854110804194,0.16924854110804194,0.0,2.930700496940357,0.23985351562499993,0.06348274739583332
0.2,1.2,66,0.25952123409985495,0.006663618922959153,0.0013327237845918308,0.11532767487326741,-7.105263157894739,1.0,-1.2246789533241287,2.5079654074669415,0.1001112725306882,0.2064013048688912,0.2064013048688912,0.0,2.9682816928932096,0.23985351562499993,0.06348274739583332
0.2,1.2,67,0.12296132048036001,0.0048466724292541225,0.0009693344858508245,0.16557941428715636,-7.105263157894739,1.0,-0.35031449913023816,2.297384133407891,0.0325494361469646,0.1479556306137345,0.1479556306137345,0.0,2.9865885181365766,0.23985351562499993,0.06348274739583332
0.2,1.2,68,0.2496879705873072,0.006548200391679267,0.0013096400783358534,0.11429298786311677,-7.105263157894739,1.0,-1.1096893448118563,2.491495340467872,0.08812907711528745,0.17822543731712648,0.17822543731712648,0.0,3.020385789150946,0.23985351562499993,0.06348274739583332
0.2,1.2,69,0.13264950823334995,0.004998651688045208,0.0009997303376090417,0.15866397512939043,-7.105263157894739,1.0,-0.38528017708900586,2.3072349866109225,0.03449259727791087,0.12608979059949793,0.12608979059949793,0.0,3.044709638637693,0.23985351562499993,0.06348274739583332
0.2,1.2,70,0.23986856963727496,0.006430913991795688,0.0012861827983591378,0.11410366780113398,-7.105263157894739,0.9999999999999999,-1.0094034858235699,2.4735723814955173,0.07865073940422761,0.15034905083672753,0.15034905083672753,0.0,3.074000459196335,0.23985351562499993,0.06348274739583332
0.2,1.2,71,0.14234564660338503,0.0051448339764146415,0.0010289667952829284,0.15205601957720308,-7.105263157894739,1.0,-0.4222880894432792,2.3179695286227755,0.036581466195553296,0.1036500810696278,0.1036500810696278,0.0,3.105214941844636,0.23985351562499993,0.06348274739583332
0.2,1.2,72,0.230062686995214,0.006311840443871657,0.0012623680887743315,0.11476023149199929,-7.105263157894739,0.9999999999999999,-0.9210480625997933,2.4551582378471184,0.07096098038842315,0.12282163547103346,0.12282163547103346,0.0,3.128921454202299,0.23985351562499993,0.06348274739583332
0.2,1.2,73,0.15205034452427896,0.005286228837975724,0.0010572457675951448,0.1457968996390621,-7.105263157894739,1.0,-0.46164215423996713,2.329611747900662,0.03885062499440728,0.08063792997860675,0.08063792997860675,0.0,3.16810810239012,0.23985351562499993,0.06348274739583332
0.2,1.2,74,0.2202699400710173,0.006191011121918056,0.0012382022243836114,0.11624495091227824,-7.105263157894739,1.0,-0.8424904762886773,2.436848630065357,0.06459229299723959,0.09568727081159362,0.09568727081159362,0.0,3.1849100000366444,0.23985351562499993,0.06348274739583332
0.2,1.2,75,0.1617641903846064,0.005423630324268672,0.0010847260648537344,0.1399335092714342,-7.105263157894739,1.0,-0.5036957573731927,2.3421826437409146,0.04134003857414669,0.05705749855897842,0.05705749855897842,0.0,3.233471101458804,0.23985351562499993,0.06348274739583332
0.2,1.2,76,0.2104899132039203,0.0060684046847854336,0.0012136809369570868,0.11852361850243125,-7.105263157894739,1.0,-0.7720653391086246,2.419012057858454,0.059226062696896634,0.06898463673814736,0.06898463673814736,0.0,3.2417188416530625,0.23985351562499993,0.06348274739583332
0.2,1.2,77,0.20072216197238435,0.005943942935545081,0.0011887885871090164,0.12154883345208711,-7.105263157894739,1.0,-0.7084535587431082,2.401873389630191,0.054637447760279644,0.04274711708390177,0.04274711708390177,0.0,3.2991063157816067,0.23985351562499993,0.06348274739583332
0.2,1.2,78,0.17148775352576975,0.0055576643155416374,0.0011115328631083276,0.1345181713629921,-7.105263157894739,1.0,-0.5488633274819483,2.355697503863615,0.04409731975612951,0.0329160550694728,0.0329160550694728,0.0,3.30139080229439,0.23985351562499993,0.06348274739583332
0.2,1.2,79,0.1909662166403012,0.005817485422366918,0.0011634970844733837,0.12526411200297302,-7.105263157894739,1.0,-0.6505966747677978,2.385565500814413,0.05066298459713904,0.017002983561013638,0.017002983561013638,0.0,3.356844394548813,0.23985351562499993,0.06348274739583332
0.2,1.2,80,0.18122158483288234,0.005688822237117496,0.0011377644474234994,0.1296080801856761,-7.105263157894739,1.0,-0.5976351671361764,2.3701618658216184,0.04718068337221393,0.008224354909093533,0.008224354909093533,0.0,3.3719567078871675,0.23985351562499993,0.06348274739583332
0.2,1.25,1,0.7113280688772562,0.00661141123886993,0.0013222822477739862,0.4538793286805675,-7.105263157894739,1.0,0.13347817215806,1.9117099578685317,3.131790557678404,0.9918263910895166,0.9996221830813954,0.0,0.4206845053903222,0.26803873697916675,0.05534798177083333
0.2,1.25,2,0.701876732275321,0.006849889551929868,0.0013699779103859737,0.44454883416569546,-7.105263157894739,1.0,0.12946354641370708,1.9197558992969848,3.131156454457116,0.9902438833488199,0.999868084331921,0.0,0.42081928389159584,0.26803873697916675,0.05534798177083333
0.2,1.25,3,0.720714992206666,0.006380939550348993,0.0012761879100697988,0.46314887125208765,-7.105263157894739,1.0,0.1371747693006922,1.9041599536447051,3.132375730577942,0.9932220730441871,0.9992500258252184,0.0,0.42115902256739124,0.26803873697916675,0.05534798177083333
0.2,1.25,4,0.6923658963769411,0.007097860289283087,0.0014195720578566175,0.43516184930956625,-7.105263157894739,1.0,0.12511005606834322,1.9283185714223423,3.130467019429348,0.9884582795320134,0.9999731497180717,0.0,0.4216176564960966,0.26803873697916675,0.05534798177083333
0.2,1.25,5,0.7300325455549955,0.0061573011190577944,0.0012314602238115589,0.47235280396578505,-7.105263157894739,1.0,0.14058409301261168,1.8970802235439541,3.132917267221376,0.9944460224621929,0.9987650596360678,0.0,0.42218852436115034,0.26803873697916675,0.05534798177083333
0.2,1.25,6,0.6828004881287141,0.007357231799823583,0.0014714463599647166,0.42572263100258007,-7.105263157894739,1.0,0.12037449669188689,1.9374304422807107,3.1297143806201895,0.9864520204099497,0.9999215681774986,0.0,0.42314445354557223,0.26803873697916675,0.05534798177083333
0.2,1.25,7,0.7392756960708005,0.005939558763976057,0.0011879117527952114,0.48148628295106,-7.105263157894739,1.0,0.1437135472893719,1.8904579593944728,3.133419607971511,0.9955122460033767,0.9981796852014048,0.0,0.42382789201918875,0.26803873697916675,0.05534798177083333
0.2,1.25,8,0.6731855417530134,0.0076304980319670335,0.0015260996063934068,0.4162352296910165,-7.105263157894739,1.0,0.11522556892703764,1.9471188909682493,3.128888658192466,0.9842061254582665,0.9996961805308514,0.0,0.4254648397739751,0.26803873697916675,0.05534798177083333
0.2,1.25,9,0.7484393149038551,0.005726957498371597,0.0011453914996743194,0.4905442889992375,-7.105263157894739,1.0,0.1466211893908834,1.8842536166582713,3.1338865220327103,0.9964337417632809,0.9975053359807362,0.0,0.4259343906846906,0.26803873697916675,0.05534798177083333
0.2,1.25,10,0.6635263636916141,0.007920986760236608,0.0015841973520473217,0.40670350663054866,-7.105263157894739,1.0,0.10963320200454105,1.9574118378011043,3.1279771370169898,0.9817000110167637,0.9992783341122726,0.0,0.42864831156045385,0.26803873697916675,0.05534798177083333
0.2,1.25,11,0.6538288347426863,0.00823324885012277,0.001646649770024554,0.39713120220544934,-7.105263157894739,1.0,0.10353675455507877,1.96835167472806,3.126962931687751,0.9789112246615462,0.9986476852199236,0.0,0.43277890285237824,0.26803873697916675,0.05534798177083333
0.2,1.25,12,0.6440999975595934,0.00857368685643076,0.001714737371286152,0.3875221417781151,-7.105263157894739,1.0,0.09690324101058376,1.9799717510806787,3.1258227092013757,0.9758150442260571,0.9977819102302615,0.0,0.437940072547372,0.26803873697916675,0.05534798177083333
0.2,1.25,13,0.6343492866085753,0.008951591488788957,0.0017903182977577915,0.37788082631249564,-7.105263157894739,1.0,0.08966530256363422,1.992321611568002,3.1245225376308934,0.9723838374171371,0.996656248608095,0.0,0.4442347672638135,0.26803873697916675,0.05534798177083333
0.2,1.25,14,0.6245913434529953,0.009380824258305984,0.001876164851661197,0.36821417607474977,-7.105263157894739,1.0,0.08175438111976174,2.0054555877857663,3.123009716643312,0.968586175308592,0.9952427935918059,0.0,0.45178087951209356,0.26803873697916675,0.05534798177083333
0.2,1.25,15,0.6148531481831175,0.009882079640198244,0.0019764159280396486,0.358537067602435,-7.105263157894739,1.0,0.07310461787525946,2.0194271529064287,3.121195469769152,0.9643869670787161,0.9935099218104667,0.0,0.46071447107898333,0.26803873697916675,0.05534798177083333
0.2,1.25,16,0.6051936830597651,0.010481920879369732,0.0020963841758739467,0.3488915466821706,-7.105263157894739,0.9999999999999999,0.06363064095280013,2.0342461102103626,3.1189190648852754,0.9597617307886712,0.9914277419790104,0.0,0.47116518591916834,0.26803873697916675,0.05534798177083333
0.2,1.25,17,0.5957524614963802,0.011176501190135002,0.0022353002380270004,0.3394123804808954,-7.105263157894739,1.0,0.053520021292105424,2.0493804874033494,3.115939062710483,0.9548367119110984,0.9890364357881575,0.0,0.48278574537551766,0.26803873697916675,0.05534798177083333
0.2,1.25,18,0.5867354538293008,0.01173469769178024,0.0023469395383560483,0.3304180254218817,-7.105263157894739,1.0,0.044301970294152226,2.0619409077408073,3.1127693653252093,0.9505133567409516,0.9867985813775808,0.0,0.49256628737481356,0.26803873697916675,0.05534798177083333
0.2,1.25,19,0.5778930686321734,0.0116721752212788,0.0023344350442557602,0.32193168709393594,-7.105263157894739,0.9999999999999999,0.036386084443260906,2.072533027281755,3.1122403180614997,0.9468463815178844,0.984856218310519,0.0,0.5000834527982407,0.26803873697916675,0.05534798177083333
0.2,1.25,20,0.5686296065288544,0.011176039742984721,0.0022352079485969444,0.31330418558755935,-7.105263157894739,1.0,0.02531006901532807,2.0884564997603086,3.1132423693490545,0.9414251471879481,0.9818946107970743,0.0,0.5134127815757934,0.26803873697916675,0.05534798177083333
0.2,1.25,21,0.5589808597566657,0.010692859297956646,0.0021385718595913292,0.3043413193415375,-7.105263157894739,1.0,0.011700535076416848,2.107386960512786,3.113682620566761,0.934781125632141,0.9780855278530647,0.0,0.5308038235889009,0.26803873697916675,0.05534798177083333
