alpha,Mach,ci_pinn_stage0,ci_reference_anchor_interp,ci_abs_err_anchor_interp
0.1,0.5,0.6704451,0.6704450642662936,2.030554480114688e-08
0.10233333333333335,0.5,0.66759497,0.6678345117921402,0.00023954251952662542
0.10466666666666667,0.5,0.66474724,0.6652239593179868,0.0004767211588071474
0.10700000000000001,0.5,0.66190165,0.6626134068438335,0.0007117540308757553
0.10933333333333334,0.5,0.6590584,0.6600028543696801,0.0009444623217980119
0.11166666666666668,0.5,0.6562176,0.6573923018955268,0.0011747268222845886
0.114,0.5,0.65337926,0.6547817494213733,0.0014024879276904878
0.11633333333333334,0.5,0.65054363,0.65217119694722,0.0016275668240816055
0.11866666666666667,0.5,0.6477107,0.6495606444730666,0.0018499635114577195
0.12100000000000001,0.5,0.6448805,0.6469500919989133,0.0020696183851742767
0.12333333333333334,0.5,0.64205325,0.6443395395247599,0.0022862930266519532
0.12566666666666668,0.5,0.63922894,0.6417289870506065,0.0025000470405357467
0.128,0.5,0.6364078,0.6391184345764531,0.0027106420082463334
0.13033333333333336,0.5,0.63358986,0.6365078821022998,0.00291801832513916
0.13266666666666668,0.5,0.6307753,0.6338973296281464,0.003122056781924454
0.135,0.5,0.62796414,0.6312867771539931,0.003322638169312886
0.13733333333333334,0.5,0.6251566,0.6286762246798397,0.0035196432780147946
0.13966666666666666,0.5,0.6223525,0.6260656722056863,0.0037131913173196196
0.14200000000000002,0.5,0.6195524,0.623455119731533,0.0039027458454246045
0.14433333333333334,0.5,0.6167561,0.6208445672573796,0.004088485676263853
0.14666666666666667,0.5,0.6139638,0.6182340147832263,0.004270231995903262
0.14900000000000002,0.5,0.61117566,0.6156234623090728,0.004447805990408282
0.15133333333333335,0.5,0.6083916,0.6130129098349195,0.004621326869068687
0.15366666666666667,0.5,0.6056121,0.6104023573607661,0.004790258190081276
0.15600000000000003,0.5,0.602837,0.6077918048866128,0.0049547787673805965
0.15833333333333335,0.5,0.6000666,0.6051812524124593,0.005114650182387326
0.16066666666666668,0.5,0.59730095,0.602570699938306,0.005269753225812135
