alpha,Mach,blumen_cr,blumen_ci,blumen_cr_available,blumen_ci_available,blumen_target_available,seed_name,seed_cr_center,seed_ci_center,requested_cr_half_window,requested_ci_half_window,used_cr_half_window,used_ci_half_window,retry_index,shooting_cr,shooting_ci,shooting_omega_i,err_cr_abs,err_ci_abs,err_ci_rel,stage1_mismatch,stage2_mismatch,ln_p_start_right,spectral_success,mode_success,success,status,selection_metric,selection_metric_name,y_limit
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_02,0.1,0.04,0.1,0.03,0.1,0.03,0,0.23977864583333333,0.06349609374999998,0.012699218749999998,0.0028034534651730503,0.0012734242259090506,0.02046559936513195,1.8995716305997976e-05,1.3580479579554915e-18,-24.90888676719584,True,True,True,validated,0.00518734215993204,distance_to_blumen,292.0845413754939
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_03,0.18,0.055,0.06,0.03,0.06,0.03,0,0.23980468749999995,0.06349609374999998,0.012699218749999998,0.0028294951318396655,0.0012734242259090506,0.02046559936513195,1.078199778322683e-05,1.3591204726371831e-18,-24.91254601073827,True,True,True,validated,0.0051890739421401886,distance_to_blumen,292.08951100618225
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_05,0.34,0.085,0.06,0.03,0.06,0.03,0,0.23980468749999995,0.06349609374999998,0.012699218749999998,0.0028294951318396655,0.0012734242259090506,0.02046559936513195,1.078199778322683e-05,1.3591204726371831e-18,-24.91254601073827,True,True,True,validated,0.0051890739421401886,distance_to_blumen,292.08951100618225
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_05,0.34,0.085,0.1,0.03,0.1,0.03,0,0.23980468750000003,0.06349609374999998,0.012699218749999998,0.0028294951318397488,0.0012734242259090506,0.02046559936513195,1.0781997783073387e-05,1.3590078697661052e-18,-24.912546010738357,True,True,True,validated,0.005189073942140195,distance_to_blumen,292.08951100618225
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_04,0.26,0.07,0.06,0.03,0.06,0.03,0,0.23980468749999995,0.06349609375000001,0.012699218750000003,0.0028294951318396655,0.0012734242259090783,0.020465599365132398,1.0781997783231427e-05,1.3590278014287947e-18,-24.912546010738318,True,True,True,validated,0.005189073942140298,distance_to_blumen,292.0895110061821
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_03,0.18,0.055,0.03,0.03,0.03,0.03,0,0.23982421874999993,0.06349609374999998,0.012699218749999998,0.0028490263818396477,0.0012734242259090506,0.02046559936513195,4.7173166588887915e-06,1.3598935460723127e-18,-24.915290304595366,True,True,True,validated,0.005190382903346754,distance_to_blumen,292.0932379724693
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_04,0.26,0.07,0.03,0.03,0.03,0.03,0,0.23982421874999996,0.06349609375000001,0.012699218750000003,0.0028490263818396755,0.0012734242259090783,0.020465599365132398,4.7173166590225574e-06,1.3599331635913823e-18,-24.91529030459506,True,True,True,validated,0.005190382903346865,distance_to_blumen,292.0932379724691
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_03,0.18,0.055,0.1,0.03,0.1,0.03,0,0.23983072916666667,0.06349609374999998,0.012699218749999998,0.0028555367985063917,0.0012734242259090506,0.02046559936513195,2.8200615745868253e-06,1.3601123559177884e-18,-24.91620504277101,True,True,True,validated,0.005190821150940089,distance_to_blumen,292.09448024566785
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_04,0.26,0.07,0.015,0.03,0.015,0.03,0,0.23983398437499995,0.06349609375000001,0.012699218750000003,0.0028587920068396666,0.0012734242259090783,0.020465599365132398,1.9989397402108597e-06,1.3599230649532888e-18,-24.91666240690017,True,True,True,validated,0.005191040635948108,distance_to_blumen,292.0951013730992
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_04,0.26,0.07,0.1,0.03,0.1,0.03,0,0.23988281250000001,0.06349609375000001,0.012699218750000003,0.0029076201318397332,0.0012734242259090783,0.020465599365132398,1.4143175413539075e-05,1.3618051661646818e-18,-24.92352247204452,True,True,True,validated,0.005194361785909933,distance_to_blumen,292.10441755120814
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,blumen,0.23697519236816028,0.06222266952409093,0.1,0.008,0.1,0.008,0,0.23977467153482698,0.0634987111907576,0.012699742238151521,0.002799479166666702,0.0012760416666666718,0.020507665074906874,2.0210764516563878e-05,1.3571442583405083e-18,-24.907406549979186,True,True,True,validated,0.005197360878626279,distance_to_blumen,292.07178959296715
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,blumen,0.23697519236816028,0.06222266952409093,0.06,0.008,0.06,0.008,0,0.2398267548681603,0.0634987111907576,0.012699742238151521,0.0028515625000000155,0.0012760416666666718,0.020507665074906874,3.7408442377410574e-06,1.3590896681698659e-18,-24.914724499456778,True,True,True,validated,0.00520082829228274,distance_to_blumen,292.0817281604249
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,blumen,0.23697519236816028,0.06222266952409093,0.015,0.008,0.015,0.008,0,0.23983652049316032,0.0634987111907576,0.012699742238151521,0.0028613281250000344,0.0012760416666666718,0.020507665074906874,8.439710203642677e-07,1.359169398096911e-18,-24.91609652079878,True,True,True,validated,0.0052014852873365465,distance_to_blumen,292.08359146762945
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,blumen,0.23697519236816028,0.06222266952409093,0.03,0.008,0.03,0.008,0,0.23984628611816025,0.0634987111907576,0.012699742238151521,0.00287109374999997,0.0012760416666666718,0.020507665074906874,2.5666841173629848e-06,1.3603187524589073e-18,-24.91746851239003,True,True,True,validated,0.0052021444451273375,distance_to_blumen,292.0854547198312
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,blumen,0.23697519236816028,0.06222266952409093,0.1,0.015,0.1,0.015,0,0.23977467153482698,0.06350196639909093,0.012700393279818187,0.002799479166666702,0.0012792968750000022,0.02055998054703669,2.0206623179126337e-05,1.3572058235149822e-18,-24.906260315711048,True,True,True,validated,0.0052101488128190685,distance_to_blumen,292.0568753566346
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,blumen,0.23697519236816028,0.06222266952409093,0.06,0.015,0.06,0.015,0,0.2398267548681603,0.06350196639909093,0.012700393279818187,0.0028515625000000155,0.0012792968750000022,0.02055998054703669,3.7188231652018873e-06,1.3594691828384097e-18,-24.9135777793919,True,True,True,validated,0.005213607721612129,distance_to_blumen,292.0668133991628
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,blumen,0.23697519236816028,0.06222266952409093,0.015,0.015,0.015,0.015,0,0.23983652049316032,0.06350196639909093,0.012700393279818187,0.0028613281250000344,0.0012792968750000022,0.02055998054703669,7.403564493405472e-07,1.3595755910708103e-18,-24.91494970966254,True,True,True,validated,0.005214263106463231,distance_to_blumen,292.0686766079528
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,blumen,0.23697519236816028,0.06222266952409093,0.03,0.015,0.03,0.015,0,0.23984628611816025,0.06350196639909093,0.012700393279818187,0.00287109374999997,0.0012792968750000022,0.02055998054703669,2.5344958584329796e-06,1.3596447198180672e-18,-24.916321610187204,True,True,True,validated,0.005214920649157974,distance_to_blumen,292.0705397617428
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_03,0.18,0.055,0.06,0.008,0.06,0.008,0,0.23980468749999995,0.06350520833333335,0.012701041666666671,0.0028294951318396655,0.0012825388092424228,0.020612082687096196,1.078707600019888e-05,1.3580319148593624e-18,-24.909335803675443,True,True,True,validated,0.005224866791248638,distance_to_blumen,292.0477507086346
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_04,0.26,0.07,0.06,0.008,0.06,0.008,0,0.23980468749999995,0.06350520833333335,0.012701041666666671,0.0028294951318396655,0.0012825388092424228,0.020612082687096196,1.078707600019888e-05,1.3580319148593624e-18,-24.909335803675443,True,True,True,validated,0.005224866791248638,distance_to_blumen,292.0477507086346
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_02,0.1,0.04,0.1,0.015,0.1,0.015,0,0.23977864583333333,0.06350585937499999,0.012701171874999998,0.0028034534651730503,0.0012831898509090556,0.020622545781521624,1.9015456946138934e-05,1.3576290572098808e-18,-24.905448025043658,True,True,True,validated,0.005225704702115442,distance_to_blumen,292.0397994464987
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_03,0.18,0.055,0.03,0.008,0.03,0.008,0,0.23982421874999993,0.06350520833333335,0.012701041666666671,0.0028490263818396477,0.0012825388092424228,0.020612082687096196,4.729127813103889e-06,1.358522565949961e-18,-24.912079587489917,True,True,True,validated,0.005226166787679933,distance_to_blumen,292.0514771237749
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_04,0.26,0.07,0.03,0.008,0.03,0.008,0,0.23982421874999996,0.06350520833333335,0.012701041666666671,0.0028490263818396755,0.0012825388092424228,0.020612082687096196,4.729127812913039e-06,1.3585228247555642e-18,-24.912079587489917,True,True,True,validated,0.005226166787679935,distance_to_blumen,292.0514771237749
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_03,0.18,0.055,0.1,0.008,0.1,0.008,0,0.23983072916666667,0.06350520833333335,0.012701041666666671,0.0028555367985063917,0.0012825388092424228,0.020612082687096196,2.8398291051106605e-06,1.3586739714388186e-18,-24.912994155663032,True,True,True,validated,0.0052266020348158805,distance_to_blumen,292.05271921326545
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_04,0.26,0.07,0.015,0.008,0.015,0.008,0,0.23983398437499995,0.06350520833333335,0.012701041666666671,0.0028587920068396666,0.0012825388092424228,0.020612082687096196,2.026752788052656e-06,1.3595419335154044e-18,-24.91345143479272,True,True,True,validated,0.005226820017310518,distance_to_blumen,292.0533402488443
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_03,0.18,0.055,0.06,0.015,0.06,0.015,0,0.23980468749999995,0.06350585937499999,0.012701171874999998,0.0028294951318396655,0.0012831898509090556,0.020622545781521624,1.0816999293210047e-05,1.3581845868719838e-18,-24.909106539871438,True,True,True,validated,0.005227423775293271,distance_to_blumen,292.04476828978625
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_04,0.26,0.07,0.06,0.015,0.06,0.015,0,0.23980468749999995,0.06350585937499999,0.012701171874999998,0.0028294951318396655,0.0012831898509090556,0.020622545781521624,1.0816999293210047e-05,1.3581845868719838e-18,-24.909106539871438,True,True,True,validated,0.005227423775293271,distance_to_blumen,292.04476828978625
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_05,0.34,0.085,0.06,0.015,0.06,0.015,0,0.23980468749999995,0.06350585937499999,0.012701171874999998,0.0028294951318396655,0.0012831898509090556,0.020622545781521624,1.0816999293210047e-05,1.3581845868719838e-18,-24.909106539871438,True,True,True,validated,0.005227423775293271,distance_to_blumen,292.04476828978625
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_05,0.34,0.085,0.1,0.015,0.1,0.015,0,0.23980468750000003,0.06350585937499999,0.012701171874999998,0.0028294951318397488,0.0012831898509090556,0.020622545781521624,1.0816999293307303e-05,1.3577648888527964e-18,-24.90910653987162,True,True,True,validated,0.005227423775293276,distance_to_blumen,292.04476828978625
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_03,0.18,0.055,0.03,0.015,0.03,0.015,0,0.23982421874999993,0.06350585937499999,0.012701171874999998,0.0028490263818396477,0.0012831898509090556,0.020622545781521624,4.79699967158815e-06,1.358918567357681e-18,-24.911850287259817,True,True,True,validated,0.005228723135991933,distance_to_blumen,292.04849466556493
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_04,0.26,0.07,0.03,0.015,0.03,0.015,0,0.23982421874999996,0.06350585937499999,0.012701171874999998,0.0028490263818396755,0.0012831898509090556,0.020622545781521624,4.79699967151384e-06,1.3589084724874092e-18,-24.91185028725982,True,True,True,validated,0.005228723135991935,distance_to_blumen,292.04849466556493
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_03,0.18,0.055,0.1,0.015,0.1,0.015,0,0.23983072916666667,0.06350585937499999,0.012701171874999998,0.0028555367985063917,0.0012831898509090556,0.020622545781521624,2.951472361135091e-06,1.358975254633341e-18,-24.912764843291725,True,True,True,validated,0.0052291581703511345,distance_to_blumen,292.04973674193536
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_04,0.26,0.07,0.015,0.015,0.015,0.015,0,0.23983398437499995,0.06350585937499999,0.012701171874999998,0.0028587920068396666,0.0012831898509090556,0.020622545781521624,2.1804319619030516e-06,1.3589333214662953e-18,-24.913222116351513,True,True,True,validated,0.00522937604629524,distance_to_blumen,292.05035777095435
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_04,0.26,0.07,0.1,0.008,0.1,0.008,0,0.23988281250000001,0.06350520833333335,0.012701041666666671,0.0029076201318397332,0.0012825388092424228,0.020612082687096196,1.4146981379441489e-05,1.3609784458855621e-18,-24.92031022513347,True,True,True,validated,0.005230118447245226,distance_to_blumen,292.06265504927654
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_04,0.26,0.07,0.1,0.015,0.1,0.015,0,0.23988281250000001,0.06350585937499999,0.012701171874999998,0.0029076201318397332,0.0012831898509090556,0.020622545781521624,1.4169798694629567e-05,1.360410690714405e-18,-24.92008081564912,True,True,True,validated,0.0052326728650301975,distance_to_blumen,292.059672472996
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_05,0.34,0.085,0.015,0.015,0.0459375,0.0459375,2,0.24821472167968756,0.0635565185546875,0.0127113037109375,0.011239529311527274,0.001333849030596565,0.02143670531654279,0.0026051665396508495,1.6098809329231397e-18,-26.06021182171498,True,True,True,validated,0.006628839387705644,distance_to_blumen,293.3960369152456
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_05,0.34,0.085,0.015,0.03,0.0459375,0.091875,2,0.24821472167968756,0.0635709716796875,0.012714194335937502,0.011239529311527274,0.001348302155596573,0.021668986012799513,0.0026051604289505574,1.6088493934344967e-18,-26.054792041013595,True,True,True,validated,0.006675459466568967,distance_to_blumen,293.32957795282346
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_05,0.34,0.085,0.015,0.008,0.0459375,0.0245,2,0.24821472167968756,0.06357845052083334,0.01271569010416667,0.011239529311527274,0.0013557809967424117,0.021789180810017964,0.002605160313467231,1.6085426995600356e-18,-26.051988554280996,True,True,True,validated,0.006699651753880118,distance_to_blumen,293.2952003175321
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_01,0.05,0.025,0.1,0.03,0.1,0.03,0,0.22485351562500014,0.06381044921875001,0.012762089843750003,0.012121676743160142,0.0015877796946590778,0.02551770450871338,0.004899881699295073,7.072351425166791e-19,-22.68330395160577,True,True,True,validated,0.007637817293303846,distance_to_blumen,287.7519785215936
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_02,0.1,0.04,0.06,0.015,0.06,0.015,0,0.21988281249999997,0.06411132812499998,0.012822265624999996,0.017092379868160312,0.0018886586009090461,0.030353223597676223,0.006587531337270063,4.428623064087914e-19,-21.880299770591378,True,True,True,validated,0.009636431317837335,distance_to_blumen,285.4166950619055
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_02,0.1,0.04,0.06,0.03,0.06,0.03,0,0.21988281249999997,0.06412109375,0.01282421875,0.017092379868160312,0.001898424225909065,0.03051017001406612,0.0065875315849177486,4.420298886319135e-19,-21.877504927371838,True,True,True,validated,0.009667085405389138,distance_to_blumen,285.37341855549295
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_03,0.18,0.055,0.015,0.03,0.015,0.03,0,0.20997070312499996,0.06501953125000001,0.013003906250000002,0.027004489243160318,0.0027968617259090806,0.044949240321908904,0.010030791443823751,1.475904758032817e-20,-20.22218393738475,True,True,True,validated,0.01464551696028403,distance_to_blumen,279.4552158975599
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_03,0.18,0.055,0.015,0.008,0.015,0.008,0,0.20997070312499996,0.06502604166666669,0.013005208333333337,0.027004489243160318,0.002803372142575755,0.04505387126616876,0.010030791254405627,1.4620155373593383e-20,-20.22057329594549,True,True,True,validated,0.014665419350588026,distance_to_blumen,279.42737200123173
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_03,0.18,0.055,0.015,0.015,0.015,0.015,0,0.20997070312499996,0.06502929687500002,0.013005859375000005,0.027004489243160318,0.0028066273509090855,0.04510618673829858,0.010030791340603399,1.4554317172790576e-20,-20.2197680991961,True,True,True,validated,0.014675377753305721,distance_to_blumen,279.4134521486088
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_05,0.34,0.085,0.03,0.015,0.03,0.015,0,0.28005859375000014,0.06454101562499999,0.012908203124999998,0.04308340138183986,0.002318346100909058,0.037258865918818496,0.011584079305264656,1.530277364919794e-20,-29.826202758876953,True,True,True,validated,0.017702475644373074,distance_to_blumen,294.4983786719178
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_05,0.34,0.085,0.03,0.03,0.03,0.03,0,0.28005859375000014,0.06455078125,0.012910156249999999,0.04308340138183986,0.002328111725909063,0.037415812335208166,0.011584079899392584,1.5145705355291852e-20,-29.821894177086524,True,True,True,validated,0.01772296964323594,distance_to_blumen,294.4539671787039
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_02,0.1,0.04,0.1,0.008,0.1,0.008,0,0.23990885416666666,0.05598437500000002,0.011196875000000004,0.002933661798506376,0.006238294524090915,0.10025758412174225,0.0024039499101991004,1.7402346676717093e-18,-27.946285513282824,True,True,True,validated,0.024974294336847138,distance_to_blumen,331.1606763964469
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_02,0.1,0.04,0.06,0.008,0.06,0.008,0,0.21988281249999997,0.05598437500000002,0.011196875000000004,0.017092379868160312,0.006238294524090915,0.10025758412174225,0.007128775383642004,1.2226028809909971e-18,-24.558091016666697,True,True,True,validated,0.025660268990788774,distance_to_blumen,326.67694999252535
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_05,0.34,0.085,0.06,0.008,0.06,0.008,0,0.2398828125,0.06901562499999998,0.013803124999999998,0.0029076201318397055,0.006792955475909052,0.10917171390852981,0.0017365033616060085,8.69131979641621e-19,-23.13964573583988,True,True,True,validated,0.027190872582168662,distance_to_blumen,268.83723364432205
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_05,0.34,0.085,0.1,0.008,0.1,0.008,0,0.23993489583333336,0.06901562499999998,0.013803124999999998,0.0029597034651730747,0.006792955475909052,0.10917171390852981,0.0017365220169305114,8.709674354958552e-19,-23.14620689439942,True,True,True,validated,0.027191560943179403,distance_to_blumen,268.8463497008208
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_00,0.0,0.015,0.06,0.015,0.105,0.02625,1,0.15739746093749998,0.06178481445312499,0.012356962890624998,0.0795777314306603,0.00043785507096594234,0.007036905910898225,0.029141613476702643,6.792478788220809e-19,-13.555885209119722,True,True,True,validated,0.027907218638156886,distance_to_blumen,281.682368920476
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_01,0.05,0.025,0.1,0.015,0.1,0.015,0,0.22485351562500014,0.05497070312499999,0.010994140625,0.012121676743160142,0.007251966399090939,0.11654862214298238,0.005713236362439014,1.4676429686966608e-18,-25.826812896644523,True,True,True,validated,0.029316476761750355,distance_to_blumen,333.84110936247487
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_05,0.34,0.085,0.03,0.008,0.03,0.008,0,0.28005859375000014,0.06901562499999998,0.013803124999999998,0.04308340138183986,0.006792955475909052,0.10917171390852981,0.011655831611940101,1.9726107839862836e-18,-27.98368759552954,True,True,True,validated,0.031075551341930244,distance_to_blumen,275.46752684061045
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_02,0.1,0.04,0.03,0.008,0.03,0.008,0,0.15994140624999997,0.05598437500000002,0.011196875000000004,0.07703378611816031,0.006238294524090915,0.10025758412174225,0.028753481221952364,1.0578459504541854e-18,-14.497904252040803,True,True,True,validated,0.036736917563425286,distance_to_blumen,311.41217865779436
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_00,0.0,0.015,0.03,0.008,0.091875,0.0245,2,0.1377227783203125,0.0591615234375,0.011832304687500001,0.09925241404784779,0.0030611460865909296,0.04919663701355238,0.03591342911681312,7.773125518352494e-19,-11.58564740141205,True,True,True,validated,0.03683317055820851,distance_to_blumen,288.65019115194747
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_00,0.0,0.015,0.1,0.03,0.1,0.03,0,0.1499023437500001,0.06740615234375001,0.013481230468750003,0.08707284861816017,0.00518348281965908,0.08330537502336148,0.031398076091289695,4.570881787921226e-19,-12.278820756987324,True,True,True,validated,0.03685989452862203,distance_to_blumen,256.57036176022467
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_01,0.05,0.025,0.1,0.008,0.17500000000000002,0.014,1,0.24016113281250004,0.05297265624999999,0.010594531249999999,0.0031859404443397576,0.009250013274090939,0.14865985893629305,0.003379680109726592,2.2784769996011595e-19,-29.451805771510486,True,True,True,validated,0.037016851981993414,distance_to_blumen,349.99123972440736
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_01,0.05,0.025,0.06,0.015,0.06,0.015,0,0.16489257812499997,0.05497070312499999,0.010994140625,0.07208261424316031,0.007251966399090939,0.11654862214298238,0.02709867770273074,1.3014221297626237e-18,-15.355656383551626,True,True,True,validated,0.03844417274155364,distance_to_blumen,318.5310844193685
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_02,0.1,0.04,0.03,0.015,0.03,0.015,0,0.15994140624999997,0.06997070312499998,0.013994140624999997,0.07703378611816031,0.007748033600909046,0.12452107343143189,0.027869311246899012,4.921952024923565e-19,-13.100369553222306,True,True,True,validated,0.04107861255989681,distance_to_blumen,249.51319373159347
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_02,0.1,0.04,0.015,0.008,0.015,0.008,0,0.129970703125,0.05598437500000002,0.011196875000000004,0.10700448924316028,0.006238294524090915,0.10025758412174225,0.038586355043282054,1.0166200811790079e-18,-10.999335366602224,True,True,True,validated,0.045003125281329846,distance_to_blumen,302.5420021230294
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_02,0.1,0.04,0.015,0.015,0.015,0.015,0,0.129970703125,0.06997070312499998,0.013994140624999997,0.10700448924316028,0.007748033600909046,0.12452107343143189,0.03777093201557991,9.956069633105438e-19,-10.410665882075442,True,True,True,validated,0.048612062112929094,distance_to_blumen,242.48815196760103
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_01,0.05,0.025,0.06,0.03,0.06,0.03,0,0.16489257812499997,0.07374677734374999,0.014749355468749998,0.07208261424316031,0.011524107819659055,0.18520754425679586,0.02610033075164619,5.099673535016282e-19,-13.276056996915075,True,True,True,validated,0.052548826132956986,distance_to_blumen,237.8723489559598
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_01,0.05,0.025,0.03,0.015,0.03,0.015,0,0.10994140624999998,0.05497070312499999,0.010994140625,0.1270337861181603,0.007251966399090939,0.11654862214298238,0.04442191339121575,1.1882456602720994e-18,-9.416648803453121,True,True,True,validated,0.05308775905382737,distance_to_blumen,301.48090070994857
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_00,0.0,0.015,0.06,0.03,0.06,0.03,0,0.08994140624999997,0.06740615234375001,0.013481230468750003,0.14703378611816031,0.00518348281965908,0.08330537502336148,0.04930160310545457,6.454877949898587e-19,-8.035863069069356,True,True,True,validated,0.055481666820191386,distance_to_blumen,240.56286437161546
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_02,0.1,0.04,0.03,0.03,0.03,0.03,0,0.15994140624999997,0.07470703125000003,0.014941406250000006,0.07703378611816031,0.012484361725909096,0.2006400853803852,0.027812115308793153,3.8399336328697517e-19,-12.712025498984048,True,True,True,validated,0.056751111162747864,distance_to_blumen,233.82034247119375
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_01,0.05,0.025,0.015,0.008,0.02625,0.014,1,0.10244873046874999,0.05297265624999999,0.010594531249999999,0.1345264618994103,0.009250013274090939,0.14865985893629305,0.04655734070703424,1.1167121592812688e-18,-8.95965124629117,True,True,True,validated,0.05988264878620926,distance_to_blumen,310.0715504019139
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_00,0.0,0.015,0.03,0.015,0.091875,0.0459375,2,0.1377227783203125,0.07763216552734375,0.015526433105468751,0.09925241404784779,0.015409496003252823,0.24765083403062102,0.03519747820316433,8.798815110414303e-19,-10.667883320569622,True,True,True,validated,0.070753047148113,distance_to_blumen,220.4874949574418
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_00,0.0,0.015,0.03,0.03,0.091875,0.091875,2,0.1377227783203125,0.07764395345052084,0.015528790690104169,0.09925241404784779,0.015421283926429913,0.24784028143407139,0.035197478912271624,8.798873429549116e-19,-10.667359933433382,True,True,True,validated,0.07079412810811297,distance_to_blumen,220.45438945378834
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_01,0.05,0.025,0.015,0.03,0.02625,0.0525,1,0.10244873046874999,0.0760134765625,0.0152026953125,0.1345264618994103,0.01379080703840907,0.22163637696498448,0.045821849774615855,7.490916039100978e-19,-8.523846014447994,True,True,True,validated,0.07252523310440913,distance_to_blumen,216.86870008437893
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_01,0.05,0.025,0.015,0.015,0.02625,0.02625,1,0.10244873046874999,0.07604243164062502,0.015208486328125005,0.1345264618994103,0.013819762116534087,0.2221017230895799,0.04582184892298037,7.486907705257085e-19,-8.523305265023923,True,True,True,validated,0.07261336582090246,distance_to_blumen,216.7872668983032
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_02,0.1,0.04,0.015,0.03,0.015,0.03,0,0.129970703125,0.07798828125000001,0.015597656250000003,0.10700448924316028,0.01576561172590908,0.2533740812872881,0.03765060185670233,9.49070287774908e-19,-10.105436317571835,True,True,True,validated,0.07334502299033097,distance_to_blumen,217.810346180724
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_01,0.05,0.025,0.03,0.03,0.03,0.03,0,0.10994140624999998,0.07707080078124998,0.015414160156249995,0.1270337861181603,0.014848131257159045,0.2386289654674853,0.04368082261819786,8.441912620934986e-19,-8.902735965996763,True,True,True,validated,0.07419114451319443,distance_to_blumen,215.75122816245255
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_00,0.0,0.015,0.015,0.03,0.080390625,0.16078125,3,0.12050743103027345,0.07781836547851563,0.015563673095703126,0.11646776133788683,0.015595695954424699,0.2506433117336193,0.04055530298524457,9.398442125026406e-19,-9.500072571796972,True,True,True,validated,0.07452041530446851,distance_to_blumen,216.1598917304466
0.2,1.2,0.23697519236816028,0.06222266952409093,True,True,True,generic_00,0.0,0.015,0.015,0.015,0.080390625,0.080390625,3,0.12050743103027345,0.07786484273274737,0.015572968546549474,0.11646776133788683,0.015642173208656435,0.25139026223553795,0.04055529818801785,9.392622331182052e-19,-9.498722418871727,True,True,True,validated,0.07467611333845964,distance_to_blumen,216.0324905458337
